tier,track,primary_track,paper_id,year,venue,title,overview_path,tags
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0738,2020,CoRL,SoftGym: Benchmarking Deep Reinforcement Learning for Deformable Object Manipulation,./2020/CoRL/2020_CoRL_SoftGym-Benchmarking-Deep-Reinforcement-Learning-for-Defor/01_overview.md,"Robotics, deformable object, Benchmark, Reinforcement Learning, simulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0741,2022,ICLR,DiffSkill: Skill Abstraction from Differentiable Physics for Deformable Object Manipulations with Tools,./2022/ICLR/2022_ICLR_DiffSkill-Skill-Abstraction-from-Differentiable-Physics-fo/01_overview.md,"Robotics, deformable object, tool use, differentiable physics, skill abstraction, Planning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0503,2021,CoRL,Neural Descriptor Fields: SE(3)-Equivariant Object Representations for Manipulation,./2021/CoRL/2021_CoRL_Neural-Descriptor-Fields-SE3-Equivariant-Object-Representa/01_overview.md,"Robotics, equivariant, 3D geometry, manipulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0761,2024,CVPR,Diffusion-EDFs: Bi-equivariant Denoising Generative Modeling on SE(3) for Visual Robotic Manipulation,./2024/CVPR/2024_CVPR_Diffusion-EDFs-Bi-equivariant-Denoising-Generative-Modelin/01_overview.md,"equivariant, Diffusion, Robotics"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0737,2023,RSS,IndustReal: Transferring Contact-Rich Assembly Tasks from Simulation to Reality,./2023/RSS/2023_RSS_IndustReal-Transferring-Contact-Rich-Assembly-Tasks-from-S/01_overview.md,"Robotics, assembly, contact-rich manipulation, Reinforcement Learning, sim-to-real, industrial robotics"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0711,2024,CVPR,Binding Touch to Everything: Learning Unified Multimodal Tactile Representations,./2024/CVPR/2024_CVPR_Binding-Touch-to-Everything-Learning-Unified-Multimodal-Ta/01_overview.md,"Robotics, tactile sensing, Vision-Language, multimodal representation, open-vocabulary"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0076,2025,ICLR,DenseMatcher: Learning 3D Semantic Correspondence for Category-Level Manipulation from a Single Demo,./2025/ICLR/2025_ICLR_DenseMatcher-Learning-3D-Semantic-Correspondence-for-Categ/01_overview.md,"Robotics, 3D Vision, semantic"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0345,2025,CVPR,G3Flow: Generative 3D Semantic Flow for Pose-aware and Generalizable Object Manipulation,./2025/CVPR/2025_CVPR_G3Flow-Generative-3D-Semantic-Flow-for-Pose-aware-and-Gene/01_overview.md,"geometry, semantic, alignment, Diffusion, Generation, 3D Vision"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0751,2025,RSS,Reactive Diffusion Policy: Slow-Fast Visual-Tactile Policy Learning for Contact-Rich Manipulation,./2025/RSS/2025_RSS_Reactive-Diffusion-Policy-Slow-Fast-Visual-Tactile-Policy/01_overview.md,"Robotics, Diffusion, tactile sensing, contact-rich manipulation, slow-fast control, Imitation Learning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0690,2026,CVPR,AT-VLA: Adaptive Tactile Injection for Enhanced Feedback Reaction in Vision-Language-Action Models,./2026/CVPR/2026_CVPR_AT-VLA-Adaptive-Tactile-Injection-for-Enhanced-Feedback-Re/01_overview.md,"Robotics, VLA, tactile sensing, contact-rich manipulation, real-time control"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0691,2026,CVPR,ForceVLA2: Unleashing Hybrid Force-Position Control with Force Awareness for Contact-Rich Manipulation,./2026/CVPR/2026_CVPR_ForceVLA2-Unleashing-Hybrid-Force-Position-Control-with-Fo/01_overview.md,"Robotics, VLA, force sensing, hybrid force-position control, contact-rich manipulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0686,2026,CVPR,Dexterous World Models,./2026/CVPR/2026_CVPR_Dexterous-World-Models/01_overview.md,"Robotics, world model, dexterous manipulation, video prediction"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0105,2026,ICLR,EquAct: An SE(3)-Equivariant Multi-Task Transformer for 3D Robotic Manipulation,./2026/ICLR/2026_ICLR_EquAct-An-SE3-Equivariant-Multi-Task-Transformer-for-3D-Ro/01_overview.md,"Robotics, 3D Vision, equivariant"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0815,2026,ICML,"Tabero: Learning Gentle Manipulation with Closed-Loop Force Feedback from Vision, Touch, and Language",./2026/ICML/2026_ICML_Tabero-Learning-Gentle-Manipulation-with-Closed-Loop-Force/01_overview.md,"Robotics, VLA, tactile, force feedback, contact-rich manipulation, Benchmark, dexterity, language-conditioned manipulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0818,2026,RSS,TactAlign: Human-to-Robot Policy Transfer via Tactile Alignment,./2026/RSS/2026_RSS_TactAlign-Human-to-Robot-Policy-Transfer-via-Tactile-Align/01_overview.md,"Robotics, tactile, cross-embodiment, human-to-robot transfer, contact-rich manipulation, dexterity, representation alignment"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0820,2026,RSS,DexterityGen: Foundation Controller for Unprecedented Dexterity,./2026/RSS/2026_RSS_DexterityGen-Foundation-Controller-for-Unprecedented-Dexte/01_overview.md,"Robotics, dexterous manipulation, Reinforcement Learning, foundation controller, teleoperation, sim-to-real, tool use"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0892,2025,RSS,V-HOP: Visuo-Haptic 6D Object Pose Tracking,./2025/RSS/2025_RSS_V-HOP-Visuo-Haptic-6D-Object-Pose-Tracking/01_overview.md,"Robotics, visuo-haptic perception, 6D pose, tactile sensing, state estimation, manipulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0893,2025,RSS,PP-Tac: Paper Picking Using Omnidirectional Tactile Feedback in Dexterous Robotic Hands,./2025/RSS/2025_RSS_PP-Tac-Paper-Picking-Using-Omnidirectional-Tactile-Feedbac/01_overview.md,"Robotics, tactile sensing, dexterous manipulation, deformable objects, force control, slip detection"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0894,2025,RSS,GeoDEx: A Unified Geometric Framework for Tactile Dexterous and Extrinsic Manipulation under Force Uncertainty,./2025/RSS/2025_RSS_GeoDEx-A-Unified-Geometric-Framework-for-Tactile-Dexterous/01_overview.md,"Robotics, tactile sensing, force uncertainty, dexterous manipulation, extrinsic manipulation, geometric planning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0895,2025,RSS,Demonstrating REASSEMBLE: A Multimodal Dataset for Contact-rich Robotic Assembly and Disassembly,./2025/RSS/2025_RSS_Demonstrating-REASSEMBLE-A-Multimodal-Dataset-for-Contact/01_overview.md,"Robotics, Dataset, contact-rich manipulation, assembly, force-torque, event camera, failure data"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0896,2025,RSS,Robust Peg-in-Hole Assembly under Uncertainties via Compliant and Interactive Contact-Rich Manipulation,./2025/RSS/2025_RSS_Robust-Peg-in-Hole-Assembly-under-Uncertainties-via-Compli/01_overview.md,"Robotics, contact-rich manipulation, peg-in-hole, compliance, uncertainty, assembly"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0901,2025,RSS,FACTR: Force-Attending Curriculum Training for Contact-Rich Policy Learning,./2025/RSS/2025_RSS_FACTR-Force-Attending-Curriculum-Training-for-Contact-Rich/01_overview.md,"Robotics, tactile/force, force feedback, contact-rich manipulation, Imitation Learning, curriculum learning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0904,2025,RSS,CordViP: Correspondence-based Visuomotor Policy for Dexterous Manipulation in Real-World,./2025/RSS/2025_RSS_CordViP-Correspondence-based-Visuomotor-Policy-for-Dextero/01_overview.md,"Robotics, 3D perception, dexterous manipulation, correspondence, contact maps, bimanual"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0924,2025,AAAI,FlowPolicy: Enabling Fast and Robust 3D Flow-Based Policy via Consistency Flow Matching for Robot Manipulation,./2025/AAAI/2025_AAAI_FlowPolicy-Enabling-Fast-and-Robust-3D-Flow-Based-Policy-v/01_overview.md,"Robotics, Imitation Learning, 3D point cloud, Flow Matching, diffusion policy, inference efficiency, manipulation"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0710,2024,CoRL,Sparsh: Self-supervised touch representations for vision-based tactile sensing,./2024/CoRL/2024_CoRL_Sparsh-Self-supervised-touch-representations-for-vision-ba/01_overview.md,"Robotics, tactile sensing, self-supervised learning, foundation model, contact"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0709,2024,RSS,Octopi: Object Property Reasoning with Large Tactile-Language Models,./2024/RSS/2024_RSS_Octopi-Object-Property-Reasoning-with-Large-Tactile-Langua/01_overview.md,"Robotics, tactile sensing, Vision-Language, object properties, multimodal reasoning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0729,2024,CoRL,OPEN TEACH: A Versatile Teleoperation System for Robotic Manipulation,./2024/CoRL/2024_CoRL_OPEN-TEACH-A-Versatile-Teleoperation-System-for-Robotic-Ma/01_overview.md,"Robotics, teleoperation, cross-embodiment, dexterous manipulation, bimanual manipulation, data collection"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0735,2023,RSS,FurnitureBench: Reproducible Real-World Benchmark for Long-Horizon Complex Manipulation,./2023/RSS/2023_RSS_FurnitureBench-Reproducible-Real-World-Benchmark-for-Long/01_overview.md,"Robotics, Benchmark, assembly, long-horizon manipulation, real-world evaluation, reproducibility"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0566,2023,RSS,Learning Fine-Grained Bimanual Manipulation with Low-Cost Hardware,./2023/RSS/2023_RSS_Learning-Fine-Grained-Bimanual-Manipulation-with-Low-Cost/01_overview.md,"Robotics, bimanual manipulation, Imitation Learning, action chunking"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0577,2024,CoRL,Learning Robotic Manipulation Policies from Point Clouds with Conditional Flow Matching,./2024/CoRL/2024_CoRL_Learning-Robotic-Manipulation-Policies-from-Point-Clouds-w/01_overview.md,"Robotics, point cloud, conditional flow matching, Imitation Learning"
NEXT,"Contact-rich, deformable, force, and dexterous manipulation","Manipulation, contact, tactile, and dexterity",pr-0926,2024,RSS,3D Diffusion Policy: Generalizable Visuomotor Policy Learning via Simple 3D Representations,./2024/RSS/2024_RSS_3D-Diffusion-Policy-Generalizable-Visuomotor-Policy-Learni/01_overview.md,"Robotics, 3D representation, point cloud, diffusion policy, Imitation Learning, visuomotor control"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0857,2022,arXiv,A Generalist Agent,./2022/arXiv/2022_arXiv_A-Generalist-Agent/01_overview.md,"Robotics, Generalist Agent, Transformer, Multimodal Learning, Google DeepMind"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0041,2022,RA-L,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,./2022/RA-L/2022_RA-L_CALVIN-A-Benchmark-for-Language-Conditioned-Policy-Learnin/01_overview.md,"Vision-Language-Action, Benchmark, Robotics"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0858,2024,arXiv,AutoRT: Embodied Foundation Models for Large Scale Orchestration of Robotic Agents,./2024/arXiv/2024_arXiv_AutoRT-Embodied-Foundation-Models-for-Large-Scale-Orchestr/01_overview.md,"Robotics, robot data, Foundation Models, Fleet Learning, Google DeepMind"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0859,2024,Robotics: Science and Systems,RT-H: Action Hierarchies Using Language,./2024/Robotics-Science-and-Sys/2024_Robotics-Science-and-Sys_RT-H-Action-Hierarchies-Using-Language/01_overview.md,"Robotics, VLA, Action Hierarchy, language, Google DeepMind"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0860,2025,arXiv,Gemini Robotics: Bringing AI into the Physical World,./2025/arXiv/2025_arXiv_Gemini-Robotics-Bringing-AI-into-the-Physical-World/01_overview.md,"Robotics, VLA, Foundation Models, dexterous manipulation, Google DeepMind"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0869,2025,arXiv,NVIDIA Isaac GR00T N1: An Open Foundation Model for Humanoid Robots,./2025/arXiv/2025_arXiv_NVIDIA-Isaac-GR00T-N1-An-Open-Foundation-Model-for-Humanoi/01_overview.md,"Robotics, VLA, humanoid, Foundation Models, NVIDIA"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0536,2022,CoRL,BC-Z: Zero-Shot Task Generalization with Robotic Imitation Learning,./2022/CoRL/2022_CoRL_BC-Z-Zero-Shot-Task-Generalization-with-Robotic-Imitation/01_overview.md,"Robotics, Imitation Learning, Vision-Language-Action"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0036,2023,CoRL,Perceiver-Actor: A Multi-Task Transformer for Robotic Manipulation,./2023/CoRL/2023_CoRL_Perceiver-Actor-A-Multi-Task-Transformer-for-Robotic-Manip/01_overview.md,"Robotics, Imitation Learning, 3D manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0040,2023,ICML,VIMA: General Robot Manipulation with Multimodal Prompts,./2023/ICML/2023_ICML_VIMA-General-Robot-Manipulation-with-Multimodal-Prompts/01_overview.md,"Vision-Language-Action, Imitation Learning, Robotics"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0718,2022,CoRL,Inner Monologue: Embodied Reasoning through Planning with Language Models,./2022/CoRL/2022_CoRL_Inner-Monologue-Embodied-Reasoning-through-Planning-with-L/01_overview.md,"Robotics, LLM planning, feedback, replanning, long-horizon manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0720,2023,CoRL,SayPlan: Grounding Large Language Models using 3D Scene Graphs for Scalable Robot Task Planning,./2023/CoRL/2023_CoRL_SayPlan-Grounding-Large-Language-Models-using-3D-Scene-Gra/01_overview.md,"Robotics, 3D Vision, LLM planning, 3D Scene Graph, replanning, mobile manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0725,2023,CoRL,XSkill: Cross Embodiment Skill Discovery,./2023/CoRL/2023_CoRL_XSkill-Cross-Embodiment-Skill-Discovery/01_overview.md,"Robotics, cross-embodiment, skill discovery, human video, Imitation Learning, Diffusion"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0724,2024,NeurIPS,Scaling Proprioceptive-Visual Learning with Heterogeneous Pre-trained Transformers,./2024/NeurIPS/2024_NeurIPS_Scaling-Proprioceptive-Visual-Learning-with-Heterogeneous/01_overview.md,"Robotics, cross-embodiment, proprioception, visual representation, heterogeneous data, Transformer"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0749,2025,RSS,FAST: Efficient Action Tokenization for Vision-Language-Action Models,./2025/RSS/2025_RSS_FAST-Efficient-Action-Tokenization-for-Vision-Language-Act/01_overview.md,"Robotics, VLA, action tokenization, high-frequency control, cross-embodiment, efficiency"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0750,2025,RSS,Fine-Tuning Vision-Language-Action Models: Optimizing Speed and Success,./2025/RSS/2025_RSS_Fine-Tuning-Vision-Language-Action-Models-Optimizing-Speed/01_overview.md,"Robotics, VLA, OpenVLA, fine-tuning, action chunking, inference efficiency"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0692,2026,CVPR,AtomicVLA: Unlocking the Potential of Atomic Skill Learning in Robots,./2026/CVPR/2026_CVPR_AtomicVLA-Unlocking-the-Potential-of-Atomic-Skill-Learning/01_overview.md,"Robotics, VLA, atomic skills, skill composition, long-horizon manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0695,2026,CVPR,PALM: Progress-Aware Policy Learning via Affordance Reasoning for Long-Horizon Robotic Manipulation,./2026/CVPR/2026_CVPR_PALM-Progress-Aware-Policy-Learning-via-Affordance-Reasoni/01_overview.md,"Robotics, VLA, affordance, progress estimation, long-horizon manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0795,2026,CVPR,ActiveVLA: Injecting Active Perception into Vision-Language-Action Models for Precise 3D Robotic Manipulation,./2026/CVPR/2026_CVPR_ActiveVLA-Injecting-Active-Perception-into-Vision-Language/01_overview.md,"VLA, active perception, 3D manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0156,2026,ICML,Spatial Memory for Out-of-Vision Manipulation in Vision-Language-Action,./2026/ICML/2026_ICML_Spatial-Memory-for-Out-of-Vision-Manipulation-in-Vision-La/01_overview.md,"VLA, Vision-Language Model, Robotics, 3D Vision"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0693,2026,CVPR,Counterfactual VLA: Self-Reflective Vision-Language-Action Model with Adaptive Reasoning,./2026/CVPR/2026_CVPR_Counterfactual-VLA-Self-Reflective-Vision-Language-Action/01_overview.md,"Robotics, VLA, self-reflection, failure recovery, test-time reasoning"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0168,2026,ICML,Any3D-VLA: Enhancing VLA Robustness via Diverse Point Clouds,./2026/ICML/2026_ICML_Any3D-VLA-Enhancing-VLA-Robustness-via-Diverse-Point-Cloud/01_overview.md,"VLA, Vision-Language Model, 3D Vision"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0096,2026,ICLR,MomaGraph: State-Aware Unified Scene Graphs with Vision-Language Models for Embodied Task Planning,./2026/ICLR/2026_ICLR_MomaGraph-State-Aware-Unified-Scene-Graphs-with-Vision-Lan/01_overview.md,"Vision-Language Model, Robotics, 3D Vision, Graph Reasoning"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0817,2026,CVPR,AVA-VLA: Improving Vision-Language-Action Models with Active Visual Attention,./2026/CVPR/2026_CVPR_AVA-VLA-Improving-Vision-Language-Action-Models-with-Activ/01_overview.md,"Robotics, VLA, active perception, visual attention, POMDP, recurrent state, long-horizon"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0814,2026,ICML,VLA-Arena: An Open-Source Framework for Benchmarking Vision-Language-Action Models,./2026/ICML/2026_ICML_VLA-Arena-An-Open-Source-Framework-for-Benchmarking-Vision/01_overview.md,"Robotics, VLA, Benchmark, safety, distractor, extrapolation, long-horizon, manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0880,2025,RSS,SpatialVLA: Exploring Spatial Representations for Visual-Language-Action Models,./2025/RSS/2025_RSS_SpatialVLA-Exploring-Spatial-Representations-for-Visual-La/01_overview.md,"VLA, Robotics, 3D spatial representation, action representation, cross-embodiment, robot data"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0086,2026,ICLR,From Spatial to Actions: Grounding Vision-Language-Action Model in Spatial Foundation Priors,./2026/ICLR/2026_ICLR_From-Spatial-to-Actions-Grounding-Vision-Language-Action-M/01_overview.md,"VLA, Vision-Language Model, Robotics, 3D Vision"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0881,2025,RSS,Uni-NaVid: A Video-based Vision-Language-Action Model for Unifying Embodied Navigation Tasks,./2025/RSS/2025_RSS_Uni-NaVid-A-Video-based-Vision-Language-Action-Model-for-U/01_overview.md,"VLA, Navigation, embodied navigation, video policy, low-level control, robot data"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0882,2025,RSS,Learning to Act Anywhere with Task-centric Latent Actions,./2025/RSS/2025_RSS_Learning-to-Act-Anywhere-with-Task-centric-Latent-Actions/01_overview.md,"VLA, cross-embodiment, latent action, human video, robot data, generalist policy"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0883,2025,RSS,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,./2025/RSS/2025_RSS_CLIP-RT-Learning-Language-Conditioned-Robotic-Policies-fro/01_overview.md,"VLA, language supervision, motion primitives, contrastive imitation, Open X-Embodiment, real-world manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0884,2025,RSS,NaVILA: Legged Robot Vision-Language-Action Model for Navigation,./2025/RSS/2025_RSS_NaVILA-Legged-Robot-Vision-Language-Action-Model-for-Navig/01_overview.md,"VLA, locomotion, Navigation, legged robot, hierarchical policy, language grounding"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0885,2025,RSS,ConRFT: A Reinforced Fine-tuning Method for VLA Models via Consistency Policy,./2025/RSS/2025_RSS_ConRFT-A-Reinforced-Fine-tuning-Method-for-VLA-Models-via/01_overview.md,"VLA, Reinforcement Learning, human interventions, consistency policy, real-world manipulation, fine-tuning"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0897,2025,RSS,CodeDiffuser: Attention-Enhanced Diffusion Policy via VLM-Generated Code for Instruction Ambiguity,./2025/RSS/2025_RSS_CodeDiffuser-Attention-Enhanced-Diffusion-Policy-via-VLM-G/01_overview.md,"VLA, language grounding, code generation, 3D attention, diffusion policy, contact-rich manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0907,2025,RSS,PartInstruct: Part-level Instruction Following for Fine-grained Robot Manipulation,./2025/RSS/2025_RSS_PartInstruct-Part-level-Instruction-Following-for-Fine-gra/01_overview.md,"Robotics, Benchmark, part-level grounding, 3D manipulation, language instruction, long-horizon"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0909,2025,RSS,Manual2Skill: Learning to Read Manuals and Acquire Robotic Skills for Furniture Assembly Using Vision-Language Models,./2025/RSS/2025_RSS_Manual2Skill-Learning-to-Read-Manuals-and-Acquire-Robotic/01_overview.md,"Robotics, VLM, assembly, task planning, 6D pose, long-horizon"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0915,2025,arXiv,SmolVLA: A Vision-Language-Action Model for Affordable and Efficient Robotics,./2025/arXiv/2025_arXiv_SmolVLA-A-Vision-Language-Action-Model-for-Affordable-and/01_overview.md,"VLA, Robotics, efficient deployment, action chunking, community data, real-world manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0916,2025,arXiv,"Gemini Robotics 1.5: Pushing the Frontier of Generalist Robots with Advanced Embodied Reasoning, Thinking, and Motion Transfer",./2025/arXiv/2025_arXiv_Gemini-Robotics-1.5-Pushing-the-Frontier-of-Generalist-Rob/01_overview.md,"VLA, embodied reasoning, motion transfer, cross-embodiment, long-horizon, humanoid"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0917,2025,Technical Report,GR00T N1.5: An Improved Open Foundation Model for Generalist Humanoid Robots,./2025/Technical-Report/2025_Technical-Report_GR00T-N1.5-An-Improved-Open-Foundation-Model-for-Generalis/01_overview.md,"VLA, humanoid, foundation model, Flow Matching, world model, robot data"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0918,2025,Technical Report,GR00T N1.6: An Improved Open Foundation Model for Generalist Humanoid Robots,./2025/Technical-Report/2025_Technical-Report_GR00T-N1.6-An-Improved-Open-Foundation-Model-for-Generalis/01_overview.md,"VLA, humanoid, foundation model, whole-body control, long-horizon, robot data"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0919,2026,AAAI,Grounding Actions in Camera Space: Observation-Centric Vision-Language-Action Policy,./2026/AAAI/2026_AAAI_Grounding-Actions-in-Camera-Space-Observation-Centric-Visi/01_overview.md,"VLA, Robotics, action representation, camera space, cross-view generalization, real-world manipulation"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0054,2024,CoRL,ReKep: Spatio-Temporal Reasoning of Relational Keypoint Constraints for Robotic Manipulation,./2024/CoRL/2024_CoRL_ReKep-Spatio-Temporal-Reasoning-of-Relational-Keypoint-Con/01_overview.md,"Planning, 3D geometry, Robotics, VLM"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0055,2024,CoRL,VoxAct-B: Voxel-Based Acting and Stabilizing Policy for Bimanual Manipulation,./2024/CoRL/2024_CoRL_VoxAct-B-Voxel-Based-Acting-and-Stabilizing-Policy-for-Bim/01_overview.md,"VLM, 3D manipulation, bimanual, Robotics"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0058,2025,CoRL,3DS-VLA: A 3D Spatial-Aware Vision Language Action Model for Robust Multi-Task Manipulation,./2025/CoRL/2025_CoRL_3DS-VLA-A-3D-Spatial-Aware-Vision-Language-Action-Model-fo/01_overview.md,"VLA, 3D Vision, Robotics"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0062,2025,CoRL,GraspVLA: a Grasping Foundation Model Pre-trained on Billion-scale Synthetic Action Data,./2025/CoRL/2025_CoRL_GraspVLA-a-Grasping-Foundation-Model-Pre-trained-on-Billio/01_overview.md,"VLA, grasping, synthetic data"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0059,2025,CoRL,Long-VLA: Unleashing Long-Horizon Capability of Vision Language Action Model for Robot Manipulation,./2025/CoRL/2025_CoRL_Long-VLA-Unleashing-Long-Horizon-Capability-of-Vision-Lang/01_overview.md,"VLA, Planning, Robotics"
NEXT,"VLA, cross-embodiment, and long-horizon planning",VLA and generalist robot policies,pr-0083,2025,ICLR,RDT-1B: a Diffusion Foundation Model for Bimanual Manipulation,./2025/ICLR/2025_ICLR_RDT-1B-a-Diffusion-Foundation-Model-for-Bimanual-Manipulat/01_overview.md,"Robotics, Diffusion"
