paper_id,title,year,venue,publication_kind,publication_status,category,primary_track,tier,sequence,roles,facets,evidence_level,reading_status,curation_status,identifier_status,primary_source_scope,primary_source,code_status,data_status,resource_ids,admission_reason,tier_reason,outgoing_relations,incoming_relation_count,overview_path
pr-0676,Benchmarking Safe Exploration in Deep Reinforcement Learning,2019,Technical Report,technical_report,technical_report,"World Models, Safety, and Recovery","World models, safety, uncertainty, and recovery",REFERENCE,,benchmark_or_dataset,"{""learning"":[""reinforcement_learning"",""world_model""],""interaction"":[""contact_rich""],""modality"":[""force_torque""],""control_level"":[""safety_or_recovery""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openai.com/index/benchmarking-safe-exploration-in-deep-reinforcement-learning/,released,not_recorded,code:8142130b1ae9,"Benchmarking Safe Exploration in Deep Reinforcement Learning is retained as REFERENCE because it provides a benchmark, dataset, or evaluation protocol around Robotics, safe reinforcement learning, Safety Gym for targeted comparison in World models, safety, uncertainty, and recovery; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/Technical-Report/2019_Technical-Report_Benchmarking-Safe-Exploration-in-Deep-Reinforcement-Learni/01_overview.md
pr-0002,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,2019,NAACL,conference,peer_reviewed,Foundations: Vision and Language Models,,REFERENCE,,foundation,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1810.04805,released,not_recorded,code:1553c592ba83,"BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding is retained as REFERENCE because it provides a reusable formulation or system primitive around LLM, Transformer, pretraining for targeted comparison in Foundations: Vision and Language Models; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/NAACL/2019_NAACL_BERT-Pre-training-of-Deep-Bidirectional-Transformers-for-L/01_overview.md
pr-0483,Deep Closest Point: Learning Representations for Point Cloud Registration,2019,ICCV,conference,peer_reviewed,"3D Geometry, Registration, and Equivariance",Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1905.03304,released,not_recorded,code:6d01641cc964;metric:map,"Deep Closest Point: Learning Representations for Point Cloud Registration is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D Vision, registration, point cloud for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/ICCV/2019_ICCV_Deep-Closest-Point-Learning-Representations-for-Point-Clou/01_overview.md
pr-0520,Digging Into Self-Supervised Monocular Depth Estimation,2019,ICCV,conference,peer_reviewed,"3D Geometry, Reconstruction, and SLAM",Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[""self_supervised""],""interaction"":[""navigation""],""modality"":[""depth"",""point_cloud"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1806.01260,released,not_recorded,benchmark:kitti;code:f5272d4af7ea;metric:map,"Digging Into Self-Supervised Monocular Depth Estimation is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D Vision, monocular depth, self-supervised for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/ICCV/2019_ICCV_Digging-Into-Self-Supervised-Monocular-Depth-Estimation/01_overview.md
pr-0294,Dynamic Graph CNN for Learning on Point Clouds,2019,TOG,journal,peer_reviewed,3D Representation Learning,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1801.07829,not_identified,not_recorded,metric:map,"Dynamic Graph CNN for Learning on Point Clouds is retained as ARCHIVE because its an algorithmic or policy mechanism around point cloud, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2019/TOG/2019_TOG_Dynamic-Graph-CNN-for-Learning-on-Point-Clouds/01_overview.md
pr-0482,Fully Convolutional Geometric Features,2019,ICCV,conference,peer_reviewed,"3D Geometry, Registration, and Equivariance",Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://openaccess.thecvf.com/content_ICCV_2019/html/Choy_Fully_Convolutional_Geometric_Features_ICCV_2019_paper.html,released,not_recorded,code:5526d71e6099;metric:map,"Fully Convolutional Geometric Features is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D Vision, registration, 3D geometry for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/ICCV/2019_ICCV_Fully-Convolutional-Geometric-Features/01_overview.md
pr-0500,Habitat: A Platform for Embodied AI Research,2019,ICCV,conference,peer_reviewed,Benchmarks and Datasets,,REFERENCE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[""navigation""],""modality"":[],""control_level"":[],""setting"":[""simulation""],""embodiment"":[""mobile""]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1904.01201,project_only,not_recorded,benchmark:habitat;benchmark:matterport3d;code:dff0004823eb,"Habitat: A Platform for Embodied AI Research is retained as REFERENCE because it provides a benchmark, dataset, or evaluation protocol around Robotics, Navigation, Embodied AI for targeted comparison in Benchmarks and Datasets; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/ICCV/2019_ICCV_Habitat-A-Platform-for-Embodied-AI-Research/01_overview.md
pr-0644,In-Hand Manipulation via Motion Cones,2019,RSS,conference,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",NEXT,,method,"{""learning"":[],""interaction"":[""contact_rich"",""grasping""],""modality"":[],""control_level"":[],""setting"":[],""embodiment"":[""arm"",""dexterous_hand""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/1810.00219,project_only,not_recorded,code:f686f8604c96,"In-Hand Manipulation via Motion Cones is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, contact-rich manipulation, in-hand manipulation in Manipulation, contact, tactile, and dexterity, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the Manipulation, contact, tactile, and dexterity branch.",[],0,./2019/RSS/2019_RSS_In-Hand-Manipulation-via-Motion-Cones/01_overview.md
pr-0295,KPConv: Flexible and Deformable Convolution for Point Clouds,2019,ICCV,conference,peer_reviewed,3D Representation Learning,Robotics-enabling 3D perception,ARCHIVE,,method,"{""learning"":[],""interaction"":[""deformable""],""modality"":[""point_cloud"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1904.08889,not_identified,not_recorded,metric:map,"KPConv: Flexible and Deformable Convolution for Point Clouds is retained as ARCHIVE because its an algorithmic or policy mechanism around point cloud, 3D Vision preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2019/ICCV/2019_ICCV_KPConv-Flexible-and-Deformable-Convolution-for-Point-Cloud/01_overview.md
pr-0653,Learning Agile and Dynamic Motor Skills for Legged Robots,2019,Science Robotics,journal,peer_reviewed,"Locomotion, Whole-Body, and Mobile Manipulation","Locomotion, whole-body, mobile manipulation, and humanoids",REFERENCE,,method,"{""learning"":[""reinforcement_learning""],""interaction"":[""contact_rich"",""grasping"",""locomotion"",""whole_body""],""modality"":[""force_torque""],""control_level"":[""whole_body""],""setting"":[""sim_to_real""],""embodiment"":[""arm"",""legged"",""mobile""]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1901.08652,project_only,not_recorded,code:714412b09a53,"Learning Agile and Dynamic Motor Skills for Legged Robots is retained as REFERENCE because it provides an algorithmic or policy mechanism around Robotics, legged locomotion, Reinforcement Learning for targeted comparison in Locomotion, whole-body, mobile manipulation, and humanoids; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/Science-Robotics/2019_Science-Robotics_Learning-Agile-and-Dynamic-Motor-Skills-for-Legged-Robots/01_overview.md
pr-0679,Learning Latent Dynamics for Planning from Pixels,2019,ICML,conference,peer_reviewed,"World Models, Safety, and Recovery","World models, safety, uncertainty, and recovery",NEXT,,method,"{""learning"":[""optimization_or_planning"",""world_model""],""interaction"":[],""modality"":[],""control_level"":[""safety_or_recovery""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/1811.04551,project_only,not_recorded,code:860b5a499acb,"Learning Latent Dynamics for Planning from Pixels is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, world model, Planning in World models, safety, uncertainty, and recovery, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the World models, safety, uncertainty, and recovery branch.",[],0,./2019/ICML/2019_ICML_Learning-Latent-Dynamics-for-Planning-from-Pixels/01_overview.md
pr-0596,Learning Locomotion Skills for Cassie: Iterative Design and Sim-to-Real,2019,CoRL,conference,peer_reviewed,Robotics Foundations: Robot Learning,"Locomotion, whole-body, mobile manipulation, and humanoids",REFERENCE,,foundation,"{""learning"":[""reinforcement_learning""],""interaction"":[""contact_rich"",""locomotion""],""modality"":[""force_torque""],""control_level"":[""policy""],""setting"":[""real_robot"",""sim_to_real""],""embodiment"":[""humanoid""]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://www.cs.ubc.ca/~van/papers/2019-CORL-cassie/index.html,project_only,not_recorded,code:46be1b679667,"Learning Locomotion Skills for Cassie: Iterative Design and Sim-to-Real is retained as REFERENCE because it provides a reusable formulation or system primitive around Robotics, bipedal locomotion, Reinforcement Learning for targeted comparison in Locomotion, whole-body, mobile manipulation, and humanoids; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/CoRL/2019_CoRL_Learning-Locomotion-Skills-for-Cassie-Iterative-Design-and/01_overview.md
pr-0844,Meta-World: A Benchmark and Evaluation for Multi-Task and Meta Reinforcement Learning,2019,CoRL,conference,peer_reviewed,Benchmarks and Datasets,"Manipulation, contact, tactile, and dexterity",REFERENCE,,benchmark_or_dataset,"{""learning"":[""reinforcement_learning""],""interaction"":[""contact_rich"",""grasping""],""modality"":[""force_torque""],""control_level"":[],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://proceedings.mlr.press/v100/yu20a.html,project_only,not_recorded,code:b87ff5bab937,multi-task/meta-RL robot manipulation을 공통 task family와 protocol로 평가하는 대표 simulation benchmark다.,"Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/CoRL/2019_CoRL_Meta-World-A-Benchmark-and-Evaluation-for-Multi-Task-and-M/01_overview.md
pr-0505,PointPillars: Fast Encoders for Object Detection from Point Clouds,2019,CVPR,conference,peer_reviewed,Autonomous 3D Perception and Sensor Fusion,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""lidar"",""point_cloud"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1812.05784,released,not_recorded,code:7ade4504443c;metric:map,"PointPillars: Fast Encoders for Object Detection from Point Clouds is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D Vision, LiDAR, 3D detection for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/CVPR/2019_CVPR_PointPillars-Fast-Encoders-for-Object-Detection-from-Point/01_overview.md
pr-0845,RoboNet: Large-Scale Multi-Robot Learning,2019,CoRL,conference,peer_reviewed,Robot Learning and Data,"Manipulation, contact, tactile, and dexterity",REFERENCE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[""grasping""],""modality"":[],""control_level"":[""policy""],""setting"":[],""embodiment"":[""arm"",""multi_robot""]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://proceedings.mlr.press/v100/dasari20a.html,project_only,not_recorded,code:7ec3b77f560c;metric:success-rate,여러 기관·로봇의 조작 데이터를 결합해 cross-robot generalization을 연구한 대규모 robot-data lineage의 초기 대표작이다.,"Important on-demand reference, but not required in the current intensive sequence.",[],0,./2019/CoRL/2019_CoRL_RoboNet-Large-Scale-Multi-Robot-Learning/01_overview.md
pr-0497,SemanticKITTI: A Dataset for Semantic Scene Understanding of LiDAR Sequences,2019,ICCV,conference,peer_reviewed,Benchmarks and Datasets,Robotics-enabling 3D perception,ARCHIVE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[],""modality"":[""lidar"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1904.01416,project_only,not_recorded,benchmark:kitti;code:ac40c2aed70a,"SemanticKITTI: A Dataset for Semantic Scene Understanding of LiDAR Sequences is retained as ARCHIVE because its a benchmark, dataset, or evaluation protocol around 3D Vision, LiDAR, semantic preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2019/ICCV/2019_ICCV_SemanticKITTI-A-Dataset-for-Semantic-Scene-Understanding-o/01_overview.md
pr-0541,Beyond the Nav-Graph: Vision-and-Language Navigation in Continuous Environments,2020,ECCV,conference,peer_reviewed,Embodied Navigation and Mapping,Robotics-enabling 3D perception,REFERENCE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""language"",""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[""mobile""]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2004.02857,project_only,not_recorded,benchmark:vln-ce;code:248707966616,"Beyond the Nav-Graph: Vision-and-Language Navigation in Continuous Environments is retained as REFERENCE because it provides a benchmark, dataset, or evaluation protocol around Vision-Language Navigation, Robotics, Navigation for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2020/ECCV/2020_ECCV_Beyond-the-Nav-Graph-Vision-and-Language-Navigation-in-Con/01_overview.md
pr-0622,Conservative Q-Learning for Offline Reinforcement Learning,2020,NeurIPS,conference,peer_reviewed,Robot Learning and Data,"RL, IL, offline learning, and robot data",NEXT,,method,"{""learning"":[""offline_rl"",""reinforcement_learning""],""interaction"":[""contact_rich""],""modality"":[""force_torque""],""control_level"":[""policy""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://proceedings.neurips.cc/paper/2020/hash/0d2b2061826a5df3221116a5085a6052-Abstract.html,released,not_recorded,code:b79e0d84fe73,"Conservative Q-Learning for Offline Reinforcement Learning is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, offline reinforcement learning, conservative learning in RL, IL, offline learning, and robot data, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the RL, IL, offline learning, and robot data branch.",[],0,./2020/NeurIPS/2020_NeurIPS_Conservative-Q-Learning-for-Offline-Reinforcement-Learning/01_overview.md
pr-0008,Denoising Diffusion Probabilistic Models,2020,NeurIPS,conference,peer_reviewed,Foundations: Generative Models,"RL, IL, offline learning, and robot data",CORE,,foundation,"{""learning"":[""diffusion""],""interaction"":[],""modality"":[],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2006.11239,released,not_recorded,code:eee2086bea57,"Denoising Diffusion Probabilistic Models is a CORE prerequisite because it establishes a reusable formulation or system primitive around Diffusion, Generation, providing a reference point for RL, IL, offline learning, and robot data comparisons in the observation-to-action loop.","Common foundation and prerequisite for the RL, IL, offline learning, and robot data spine.",[],1,./2020/NeurIPS/2020_NeurIPS_Denoising-Diffusion-Probabilistic-Models/01_overview.md
pr-0849,DIGIT: A Novel Design for a Low-Cost Compact High-Resolution Tactile Sensor with Application to In-Hand Manipulation,2020,IEEE Robotics and Automation Letters,journal,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",NEXT,,method,"{""learning"":[],""interaction"":[""contact_rich"",""grasping""],""modality"":[""tactile""],""control_level"":[],""setting"":[],""embodiment"":[""arm"",""dexterous_hand""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://doi.org/10.1109/LRA.2020.2977257,project_only,not_recorded,code:04d8526f8c4d,GelSight 원리를 compact·low-cost form factor로 옮겨 tactile robot learning을 확장한 대표 sensor platform이다.,"Specialized or frontier extension selected after CORE for the Manipulation, contact, tactile, and dexterity branch.",[],0,./2020/IEEE-Robotics-and-Automa/2020_IEEE-Robotics-and-Automa_DIGIT-A-Novel-Design-for-a-Low-Cost-Compact-High-Resolutio/01_overview.md
pr-0680,Dream to Control: Learning Behaviors by Latent Imagination,2020,ICLR,conference,peer_reviewed,"World Models, Safety, and Recovery","World models, safety, uncertainty, and recovery",NEXT,,method,"{""learning"":[""reinforcement_learning"",""world_model""],""interaction"":[""contact_rich""],""modality"":[""force_torque""],""control_level"":[""feedback_control"",""safety_or_recovery""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/1912.01603,project_only,not_recorded,code:26fec6af73a9,"Dream to Control: Learning Behaviors by Latent Imagination is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, world model, latent imagination in World models, safety, uncertainty, and recovery, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the World models, safety, uncertainty, and recovery branch.",[],0,./2020/ICLR/2020_ICLR_Dream-to-Control-Learning-Behaviors-by-Latent-Imagination/01_overview.md
pr-0645,GraspNet-1Billion: A Large-Scale Benchmark for General Object Grasping,2020,CVPR,conference,peer_reviewed,"Manipulation, Contact, and Dexterity","Manipulation, contact, tactile, and dexterity",CORE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[""contact_rich"",""grasping""],""modality"":[],""control_level"":[],""setting"":[],""embodiment"":[""arm""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/1912.13470,project_only,not_recorded,code:a884b363cb28,"GraspNet-1Billion: A Large-Scale Benchmark for General Object Grasping is a CORE prerequisite because it establishes a benchmark, dataset, or evaluation protocol around Robotics, grasping, Benchmark, providing a reference point for Manipulation, contact, tactile, and dexterity comparisons in the observation-to-action loop.","Common foundation and prerequisite for the Manipulation, contact, tactile, and dexterity spine.",[],0,./2020/CVPR/2020_CVPR_GraspNet-1Billion-A-Large-Scale-Benchmark-for-General-Obje/01_overview.md
pr-0003,Language Models are Few-Shot Learners,2020,NeurIPS,conference,peer_reviewed,Foundations: Vision and Language Models,,REFERENCE,,foundation,"{""learning"":[],""interaction"":[],""modality"":[""language"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2005.14165,not_released,not_recorded,,"Language Models are Few-Shot Learners is retained as REFERENCE because it provides a reusable formulation or system primitive around LLM, in-context learning for targeted comparison in Foundations: Vision and Language Models; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2020/NeurIPS/2020_NeurIPS_Language-Models-are-Few-Shot-Learners/01_overview.md
pr-0634,Learning Latent Plans from Play,2020,CoRL,conference,peer_reviewed,Robot Learning and Data,"RL, IL, offline learning, and robot data",NEXT,,method,"{""learning"":[""imitation_learning""],""interaction"":[],""modality"":[],""control_level"":[""policy""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://proceedings.mlr.press/v100/lynch20a.html,project_only,not_recorded,code:e2cd762be301;metric:success-rate,"Learning Latent Plans from Play is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, Imitation Learning, learning from play in RL, IL, offline learning, and robot data, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the RL, IL, offline learning, and robot data branch.",[],0,./2020/CoRL/2020_CoRL_Learning-Latent-Plans-from-Play/01_overview.md
pr-0597,Learning Memory-Based Control for Human-Scale Bipedal Locomotion,2020,RSS,conference,peer_reviewed,Robotics Foundations: Robot Learning,"Locomotion, whole-body, mobile manipulation, and humanoids",REFERENCE,,foundation,"{""learning"":[],""interaction"":[""locomotion""],""modality"":[],""control_level"":[""feedback_control"",""policy""],""setting"":[""sim_to_real""],""embodiment"":[""humanoid""]}",FULL_TEXT_CHECKED,N/A,recorded,source_only,paper_specific,https://www.roboticsproceedings.org/rss16/p031.html,project_only,not_recorded,code:e8aecefd0b11,"Learning Memory-Based Control for Human-Scale Bipedal Locomotion is retained as REFERENCE because it provides a reusable formulation or system primitive around Robotics, bipedal locomotion, recurrent policy for targeted comparison in Locomotion, whole-body, mobile manipulation, and humanoids; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2020/RSS/2020_RSS_Learning-Memory-Based-Control-for-Human-Scale-Bipedal-Loco/01_overview.md
pr-0655,Learning Quadrupedal Locomotion over Challenging Terrain,2020,Science Robotics,journal,peer_reviewed,"Locomotion, Whole-Body, and Mobile Manipulation","Locomotion, whole-body, mobile manipulation, and humanoids",NEXT,,method,"{""learning"":[""reinforcement_learning""],""interaction"":[""contact_rich"",""grasping"",""locomotion"",""whole_body""],""modality"":[""force_torque""],""control_level"":[""whole_body""],""setting"":[],""embodiment"":[""arm"",""legged"",""mobile""]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2010.11251,project_only,not_recorded,code:714412b09a53;metric:map,"Learning Quadrupedal Locomotion over Challenging Terrain is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, quadruped locomotion, Reinforcement Learning in Locomotion, whole-body, mobile manipulation, and humanoids, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the Locomotion, whole-body, mobile manipulation, and humanoids branch.",[],0,./2020/Science-Robotics/2020_Science-Robotics_Learning-Quadrupedal-Locomotion-over-Challenging-Terrain/01_overview.md
pr-0506,"Lift, Splat, Shoot: Encoding Images from Arbitrary Camera Rigs by Implicitly Unprojecting to 3D",2020,ECCV,conference,peer_reviewed,Autonomous 3D Perception and Sensor Fusion,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""rgb""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2008.05711,released,not_recorded,code:14d13016161a;metric:map,"Lift, Splat, Shoot: Encoding Images from Arbitrary Camera Rigs by Implicitly Unprojecting to 3D is retained as REFERENCE because it provides an algorithmic or policy mechanism around 3D Vision, BEV, sensor fusion for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],0,./2020/ECCV/2020_ECCV_Lift-Splat-Shoot-Encoding-Images-from-Arbitrary-Camera-Rig/01_overview.md
pr-0946,LIO-SAM: Tightly-coupled Lidar Inertial Odometry via Smoothing and Mapping,2020,IROS,conference,peer_reviewed,Robotics-Enabling 3D Perception,Robotics-enabling 3D perception,REFERENCE,,foundation,"{""learning"":[],""interaction"":[""navigation""],""modality"":[""lidar""],""control_level"":[""state_estimation""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2007.00258,released,not_recorded,code:8be10ce5bd26,LiDAR·IMU factor-graph state estimation과 real-time mapping을 mobile robot navigation의 canonical reference로 보강한다.,"Important on-demand reference, but not required in the current intensive sequence.",[],0,./2020/IROS/2020_IROS_LIO-SAM-Tightly-coupled-Lidar-Inertial-Odometry-via-Smooth/01_overview.md
pr-0621,MOPO: Model-based Offline Policy Optimization,2020,NeurIPS,conference,peer_reviewed,Robot Learning and Data,"RL, IL, offline learning, and robot data",NEXT,,method,"{""learning"":[""offline_rl"",""optimization_or_planning"",""reinforcement_learning""],""interaction"":[""contact_rich""],""modality"":[""force_torque""],""control_level"":[""policy""],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,UNREAD,recorded,identified,paper_specific,https://arxiv.org/abs/2005.13239,released,not_recorded,code:b097179109a2,"MOPO: Model-based Offline Policy Optimization is a NEXT comparison paper because it extends an algorithmic or policy mechanism around Robotics, offline reinforcement learning, model-based RL in RL, IL, offline learning, and robot data, exposing a specialized frontier after the shared CORE spine.","Specialized or frontier extension selected after CORE for the RL, IL, offline learning, and robot data branch.",[],0,./2020/NeurIPS/2020_NeurIPS_MOPO-Model-based-Offline-Policy-Optimization/01_overview.md
pr-0010,NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis,2020,ECCV,conference,peer_reviewed,Neural Scene Representations,Robotics-enabling 3D perception,REFERENCE,,method,"{""learning"":[],""interaction"":[],""modality"":[""point_cloud""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/2003.08934,released,not_recorded,code:badb3622e0d8;metric:map,"NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis is retained as REFERENCE because it provides an algorithmic or policy mechanism around NeRF, 3D reconstruction, representation for targeted comparison in Robotics-enabling 3D perception; it is not required for the current intensive reading spine.","Important on-demand reference, but not required in the current intensive sequence.",[],1,./2020/ECCV/2020_ECCV_NeRF-Representing-Scenes-as-Neural-Radiance-Fields-for-Vie/01_overview.md
pr-0546,nuScenes: A Multimodal Dataset for Autonomous Driving,2020,CVPR,conference,peer_reviewed,Benchmarks and Datasets,Robotics-enabling 3D perception,ARCHIVE,,benchmark_or_dataset,"{""learning"":[],""interaction"":[],""modality"":[""lidar"",""rgb""],""control_level"":[],""setting"":[],""embodiment"":[]}",FULL_TEXT_CHECKED,N/A,recorded,identified,paper_specific,https://arxiv.org/abs/1903.11027,project_only,not_recorded,code:bd0a616e7565,"nuScenes: A Multimodal Dataset for Autonomous Driving is retained as ARCHIVE because its a benchmark, dataset, or evaluation protocol around 3D Vision, LiDAR, sensor fusion preserves historical or adjacent context for Robotics-enabling 3D perception; it is outside the current robotics-first intensive scope.",Historical or adjacent material retained for search; outside the current intensive scope.,[],0,./2020/CVPR/2020_CVPR_nuScenes-A-Multimodal-Dataset-for-Autonomous-Driving/01_overview.md
